external_gene_name,gene,HU_No_Ex_vs_NL_No_Ex_log2FoldChange,HU_No_Ex_vs_NL_No_Ex_pvalue,HU_No_Ex_vs_NL_No_Ex_padj,HU_Ex_vs_NL_Ex_log2FoldChange,HU_Ex_vs_NL_Ex_pvalue,HU_Ex_vs_NL_Ex_padj,HU_No_Ex_vs_HU_Ex_log2FoldChange,HU_No_Ex_vs_HU_Ex_pvalue,HU_No_Ex_vs_HU_Ex_padj,NL_No_Ex_vs_NL_Ex_log2FoldChange,NL_No_Ex_vs_NL_Ex_pvalue,NL_No_Ex_vs_NL_Ex_padj,
Srpr,ENSMUSG00000032042,0.954683295,0.003219776,0.060904027,0.356154282,0.271856449,0.976047576,0.522296404,0.107018231,0.68319079,-0.076232609,0.814066623,1,0
Fads1,ENSMUSG00000010663,-0.481419022,0.112549696,0.402842544,-0.679619562,0.025037757,0.872610853,-0.184889012,0.542369941,0.948494065,-0.383089552,0.206406626,1,0
Msrb3,ENSMUSG00000051236,0.658040765,0.01954798,0.163343137,-0.05922179,0.833586436,1,0.4672574,0.097356109,0.671019347,-0.250005155,0.375059142,1,0
Fh1,ENSMUSG00000026526,0.660176148,0.008420884,0.103711047,0.331700523,0.185622601,0.964658317,0.215175226,0.390450775,0.900871122,-0.1133004,0.651201383,1,0
4833439L19Rik,ENSMUSG00000025871,1.211039748,0.004344918,0.072275582,0.358858508,0.398114367,1,0.701195372,0.098664176,0.673240898,-0.150985868,0.722209162,1,0
Klhdc7a,ENSMUSG00000078234,-0.689138307,0.083176135,0.346460965,-0.85599873,0.031359969,0.891425305,-0.203969019,0.608183352,0.962079529,-0.370829443,0.350970696,1,0
Ndufa10,ENSMUSG00000026260,0.700688808,0.002380022,0.051738786,0.379671455,0.099754049,0.962016865,0.205436347,0.372996486,0.890101882,-0.115581006,0.616343617,1,0
Prdx5,ENSMUSG00000024953,0.314984515,0.116882104,0.410377137,0.244291039,0.223797941,0.970397774,-0.146170435,0.466786416,0.925582934,-0.216863911,0.280233903,1,0
Ndufs1,ENSMUSG00000025968,0.739924475,0.022508971,0.176489233,0.465099689,0.151497472,0.962016865,0.052148298,0.872228159,0.992190672,-0.222676488,0.492340725,1,0
Egln1,ENSMUSG00000031987,1.368348194,0.001172446,0.03524708,0.606513693,0.150311983,0.962016865,0.555568302,0.187544756,0.76361425,-0.206266199,0.624750066,1,0
Rps3a2,ENSMUSG00000062611,0.959476864,0.043175078,0.247669707,-0.176326946,0.710222073,1,0.775893349,0.1020361,0.678716453,-0.359910461,0.448189545,1,0
Pgd,ENSMUSG00000028961,-0.655807214,0.018471994,0.15848794,-0.473837094,0.08848447,0.962016865,-0.547691887,0.049171873,0.577092596,-0.365721768,0.188471677,1,0
Rpl17-ps10,ENSMUSG00000081895,0.295850205,0.177257789,0.504617665,0.143332176,0.513260985,1,-0.023358315,0.915166549,0.995455524,-0.175876344,0.422417841,1,0
Txn2,ENSMUSG00000005354,0.493905363,0.080309086,0.34039821,0.385168364,0.172573335,0.962016865,-0.058652994,0.835455717,0.98731927,-0.167389993,0.553376267,1,0
Dlat,ENSMUSG00000000168,0.550079134,0.045268162,0.254103394,0.368823655,0.179431,0.964041931,0.005968162,0.982667255,1,-0.175287317,0.523493071,1,0
Atl2,ENSMUSG00000059811,0.830936582,0.007221316,0.094850976,-0.1604596,0.60400652,1,0.718278718,0.02023644,0.428076795,-0.273117464,0.377289888,1,0
Suclg1,ENSMUSG00000052738,0.893673772,0.000599227,0.024421214,0.458067892,0.078598397,0.962016865,0.285783411,0.272343503,0.828100668,-0.14982247,0.565166728,1,0
Dmpk,ENSMUSG00000030409,0.96094744,0.007826975,0.099400359,0.214505818,0.552798594,1,0.543572294,0.13248232,0.713062117,-0.202869328,0.574553332,1,0
Tob1,ENSMUSG00000037573,0.454426213,0.064122839,0.304354354,-0.23355491,0.341415548,0.988173535,0.38987625,0.112292012,0.687838754,-0.298104873,0.224519125,1,0
Nnmt,ENSMUSG00000032271,-0.013150231,0.95609367,0.991881498,-0.291987341,0.221449825,0.97006561,0.019084094,0.936337278,0.996802713,-0.259753016,0.276573875,1,0
Ecpas,ENSMUSG00000050812,1.095841639,0.004169456,0.070505153,0.261066761,0.494950838,1,0.631589759,0.098669729,0.673240898,-0.203185119,0.59533088,1,0
Rps27,ENSMUSG00000090733,0.177082204,0.610724514,0.861227259,0.500376569,0.150249593,0.962016865,-0.426637679,0.220003728,0.793917341,-0.103343315,0.766390247,1,0
Ubr3,ENSMUSG00000044308,1.024827449,0.004679223,0.074917709,-0.111183566,0.75900186,1,0.79316149,0.028606746,0.487159304,-0.342849525,0.344107431,1,0
Ppp3ca,ENSMUSG00000028161,1.267810875,0.00247203,0.053014064,0.444790223,0.288358516,0.982279162,0.678402567,0.105293496,0.682653052,-0.144618085,0.729955621,1,0
Psmb4,ENSMUSG00000005779,0.588585007,0.002139184,0.049242421,0.193243743,0.313594295,0.984939439,0.279189495,0.14532794,0.730718532,-0.116151769,0.544693019,1,0
Ank,ENSMUSG00000022265,1.255893755,8.04E-05,0.009742691,0.701667252,0.027639136,0.875277002,0.572206922,0.072356006,0.632838049,0.01798042,0.955001522,1,0
Mt1,ENSMUSG00000031765,-0.274775305,0.464121282,0.773891436,-0.212406495,0.571382983,1,-0.262593921,0.484216765,0.929672814,-0.200225111,0.59360371,1,0
Aldh1l1,ENSMUSG00000030088,-0.21344166,0.547439899,0.827714357,-0.392152414,0.268921186,0.976047576,-0.171517755,0.628840176,0.966130238,-0.350228509,0.323391225,1,0
Gnai1,ENSMUSG00000057614,-0.25751195,0.398430279,0.729002727,-0.720619171,0.018121627,0.820671239,0.166755631,0.584667165,0.959859179,-0.29635159,0.330924021,1,0
Psmc3,ENSMUSG00000002102,0.705626424,0.00226714,0.05081795,0.330378268,0.153018709,0.962016865,0.301370623,0.192266344,0.769289531,-0.073877533,0.749332674,1,0
Btbd1,ENSMUSG00000025103,1.104253241,0.003523269,0.063937682,0.70383372,0.06295832,0.962016865,0.451524834,0.2327643,0.802303892,0.051105313,0.892609512,1,0
Phb1,ENSMUSG00000038845,0.495901533,0.018600882,0.158909488,0.397892337,0.058929891,0.962016865,-0.083013913,0.693536289,0.972057351,-0.181023109,0.390300705,1,0
Slc25a11,ENSMUSG00000014606,1.106373913,0.009052394,0.107930536,0.82428647,0.051818481,0.960640117,0.052553985,0.901311298,0.993522124,-0.229533457,0.588227634,1,0
Bckdk,ENSMUSG00000030802,1.039325744,0.001058718,0.033343243,0.492698777,0.120669571,0.962016865,0.442969535,0.162784541,0.74285108,-0.103657432,0.744065988,1,0
Ensa,ENSMUSG00000038619,0.852990342,0.011744674,0.1244152,0.318385991,0.347042324,0.98891856,0.443744626,0.189908488,0.765960418,-0.090859726,0.78843437,1,0
Cdv3,ENSMUSG00000032803,1.063820956,0.008182427,0.102316743,0.537858231,0.181247342,0.964658317,0.34211341,0.395033073,0.901946581,-0.183849315,0.647720831,1,0
Drap1,ENSMUSG00000024914,1.516022972,0.000198914,0.014558859,0.611418768,0.133544109,0.962016865,0.667708942,0.101241444,0.678716453,-0.236895262,0.561115669,1,0
Thap12,ENSMUSG00000030753,1.268559354,0.003200082,0.060723679,0.405679407,0.345918656,0.988597052,0.758957681,0.077778826,0.640646825,-0.103922266,0.809216767,1,0
Acaa2,ENSMUSG00000036880,0.50806965,0.015343084,0.144123716,0.468455065,0.025429986,0.872610853,0.0464047,0.824750279,0.986184468,0.006790116,0.974161829,1,0
Cul3,ENSMUSG00000004364,1.362237641,0.001970725,0.04753946,0.447616375,0.309319483,0.9840301,0.842436397,0.055637537,0.595142794,-0.072184869,0.869776556,1,0
Pygl,ENSMUSG00000021069,-0.389134659,0.171457769,0.496907044,-0.149287466,0.599631439,1,-0.476616583,0.093992599,0.669726707,-0.23676939,0.405029597,1,0
Fxyd1,ENSMUSG00000036570,0.689062449,0.013027653,0.13176079,0.472074946,0.088942155,0.962016865,0.113009017,0.683799818,0.970751507,-0.103978486,0.707953557,1,0
Kcmf1,ENSMUSG00000055239,1.660521704,8.84E-05,0.010150732,0.703094304,0.096972797,0.962016865,0.776042447,0.066874138,0.620901582,-0.181384954,0.668579279,1,0
Rps21,ENSMUSG00000039001,0.208330209,0.351071503,0.689606112,0.468489758,0.035995008,0.915023213,-0.153381672,0.492358962,0.932618633,0.106777877,0.632693393,1,0
G6pdx,ENSMUSG00000031400,-0.661974579,0.040793896,0.240408081,-0.759048846,0.018965486,0.825123279,-0.146906071,0.650002712,0.968819509,-0.243980338,0.450558217,1,0
Apmap,ENSMUSG00000033096,0.019926101,0.940154769,0.987283633,-0.092339682,0.727827589,1,-0.156120208,0.556440864,0.953852625,-0.26838599,0.311708123,1,0
Ndufb10,ENSMUSG00000040048,0.726012354,0.008204552,0.102454057,0.591764412,0.031173043,0.890962599,-0.026097556,0.924274247,0.996285359,-0.160345498,0.559403781,1,0
Cox7a2l,ENSMUSG00000024248,0.618090596,0.017336071,0.15349518,0.334009961,0.198581513,0.964930553,0.233784277,0.368101431,0.888413793,-0.050296358,0.846500144,1,0
Tmem65,ENSMUSG00000062373,0.362174494,0.367965358,0.702860057,0.647590634,0.107458545,0.962016865,-0.143088922,0.722061316,0.973556369,0.142327218,0.723512397,1,0
Ctsk,ENSMUSG00000028111,-0.396022729,0.318757283,0.660746846,0.98961292,0.012720223,0.770139262,-0.760537741,0.055529129,0.595142794,0.625097909,0.115538712,1,0
Tab2,ENSMUSG00000015755,1.188497083,0.004555731,0.073972338,0.360787603,0.389223888,1,0.705223476,0.092297602,0.667748834,-0.122486004,0.770055345,1,0
Atp5mc2,ENSMUSG00000062683,0.856362175,0.004589344,0.074207505,0.580431399,0.054723585,0.962016865,0.160617557,0.594904354,0.960656888,-0.115313219,0.70277326,1,0
Hint1,ENSMUSG00000020267,0.53221831,0.03758157,0.2317444,0.433959812,0.089975442,0.962016865,-0.002483279,0.99225776,1,-0.100741777,0.693911202,1,0
Wwp1,ENSMUSG00000041058,1.625393503,0.004338364,0.072233559,0.671208995,0.238871217,0.974532838,0.791385524,0.164848414,0.743936759,-0.162798985,0.775147471,1,0
Ppp3cb,ENSMUSG00000021816,1.690564549,0.000381499,0.020178017,0.665311332,0.162136431,0.962016865,0.801887612,0.091923598,0.667748834,-0.223365605,0.638885686,1,0
Acss2,ENSMUSG00000027605,-1.102840443,0.011602354,0.123880952,-1.499066813,0.00059326,0.240282289,-1.068036096,0.014525234,0.378624631,-1.464262465,0.000792447,0.330154786,0
Gpt,ENSMUSG00000022546,-0.333418228,0.274194068,0.617151753,-0.364153958,0.232247522,0.974532838,-0.188804584,0.535908906,0.947050656,-0.219540314,0.471278905,1,0
H1f0,ENSMUSG00000096210,0.117544267,0.522478447,0.814175709,-0.136525677,0.457399176,1,-0.028166436,0.878243676,0.992497295,-0.28223638,0.124347894,1,0
Atp5po,ENSMUSG00000022956,0.972377575,0.001680432,0.043233154,0.82229483,0.007889715,0.703852929,-0.004452314,0.988519164,1,-0.154535058,0.61769866,1,0
Rpl35,ENSMUSG00000062997,0.226214086,0.335171912,0.674254288,0.576927675,0.01395859,0.785209487,-0.299227162,0.20230812,0.778468249,0.051486427,0.826374517,1,0
Actr1b,ENSMUSG00000037351,0.742396757,0.026942759,0.195012965,0.709039579,0.034615373,0.915023213,0.013688891,0.967455391,0.999775163,-0.019668286,0.953271925,1,0
Gng5,ENSMUSG00000068523,0.8456484,0.020376363,0.167602793,0.592994703,0.103873726,0.962016865,0.113390978,0.75576821,0.978418549,-0.139262718,0.702545767,1,0
NA,ENSMUSG00000106106,0.520568555,0.550617189,0.829441148,1.235946566,0.156476909,0.962016865,0.100198866,0.908541167,0.994627617,0.815576877,0.349755775,1,0
Ptov1,ENSMUSG00000038502,0.50084857,0.011044327,0.12039323,0.390577329,0.047570683,0.946183188,0.122752951,0.533372165,0.94611521,0.012481711,0.949519105,1,0
Hk2,ENSMUSG00000000628,0.83112755,0.029563479,0.203740318,-0.312416217,0.413518752,1,0.825959573,0.030616059,0.497887382,-0.317584194,0.405763685,1,0
Map2k2,ENSMUSG00000035027,0.894766672,0.003837064,0.067391021,0.45995962,0.137306139,0.962016865,0.398263885,0.198088733,0.774101272,-0.036543166,0.906033837,1,0
Pebp1,ENSMUSG00000032959,0.672047286,0.009334867,0.109730061,0.437148148,0.090942436,0.962016865,0.248910177,0.335616735,0.87125327,0.014011039,0.956793779,1,0
Mbd3,ENSMUSG00000035478,0.520630567,0.026969506,0.195012965,0.283694257,0.228128676,0.971720422,0.132700538,0.57288154,0.955986646,-0.104235772,0.65791004,1,0
Ndufa9,ENSMUSG00000000399,0.638490462,0.039688423,0.237944767,0.634437083,0.040944197,0.915023213,-0.123550105,0.690541085,0.971681816,-0.127603484,0.681047275,1,0
Itga7,ENSMUSG00000025348,0.161994201,0.481076153,0.786754591,-0.170368211,0.458542758,1,-0.01286681,0.95538026,0.998007965,-0.345229221,0.133010725,1,0
Rps27a,ENSMUSG00000020460,-0.202190933,0.481732651,0.787459425,-1.002781869,0.000479296,0.211004663,-0.210173456,0.464723727,0.925300479,-1.010764392,0.000430174,0.207335322,0
Stat5b,ENSMUSG00000020919,1.091089285,0.00678375,0.091370821,0.424387613,0.292408791,0.982279162,0.543306668,0.177600135,0.754124039,-0.123395004,0.759524097,1,0
Map2k3,ENSMUSG00000018932,0.795540749,0.005652286,0.083011295,0.285585895,0.320587589,0.987710218,0.345719962,0.229102582,0.798625037,-0.164234893,0.567890953,1,0
Ndufb11,ENSMUSG00000031059,0.943456238,0.004337284,0.072233559,0.715839946,0.030447731,0.890121862,0.117536426,0.722248362,0.973556369,-0.110079866,0.739340225,1,0
Serf2,ENSMUSG00000074884,0.243033992,0.306035924,0.64768514,0.22191826,0.349888967,0.98891856,-0.096176276,0.685436475,0.970751507,-0.117292008,0.621245801,1,0
Rpl39,ENSMUSG00000079641,0.019877966,0.929005955,0.984047185,0.470783036,0.034737047,0.915023213,-0.497957395,0.025596108,0.469295174,-0.047052325,0.832895956,1,0
Ppm1m,ENSMUSG00000020253,-0.17476699,0.529815932,0.817677081,-0.250223814,0.368200999,0.994259595,-0.16689524,0.548619302,0.95117119,-0.242352063,0.383334104,1,0
Elob,ENSMUSG00000055839,0.554567193,0.03223539,0.211660566,0.266924109,0.302718432,0.982391778,0.176276937,0.496052697,0.934365234,-0.111366146,0.667205115,1,0
Oaz2,ENSMUSG00000040652,0.880095962,0.012140569,0.126767312,0.570105453,0.104301741,0.962016865,0.310639526,0.375981263,0.89183172,0.000649017,0.998524713,1,0
Atp6v1g1,ENSMUSG00000039105,0.975652695,0.006497035,0.089275732,0.337659181,0.346306667,0.98891856,0.445768066,0.213657417,0.78841636,-0.192225447,0.591890169,1,0
Abhd17a,ENSMUSG00000003346,0.412939344,0.067221377,0.311235149,0.358089492,0.112564846,0.962016865,0.08170603,0.717261414,0.973276298,0.026856178,0.905268894,1,0
C130074G19Rik,ENSMUSG00000039349,-0.191812546,0.550153279,0.829299647,-0.349338787,0.276356614,0.9789613,-0.140711299,0.661212105,0.968819509,-0.29823754,0.352618426,1,0
Lrpap1,ENSMUSG00000029103,-0.386581975,0.132098346,0.439272682,-0.457264997,0.07473033,0.962016865,-0.203753371,0.427597562,0.912242912,-0.274436393,0.284578417,1,0
Rbm3,ENSMUSG00000031167,0.123044925,0.625796347,0.869195532,0.240518875,0.340387143,0.988173535,-0.170126143,0.500178448,0.93571845,-0.052652193,0.83466627,1,0
Ralgapa2,ENSMUSG00000037110,-0.356768413,0.369553775,0.704533095,-0.613532858,0.122758828,0.962016865,-0.030440009,0.93899009,0.996802713,-0.287204455,0.46990384,1,0
Dvl1,ENSMUSG00000029071,0.988216147,0.002632771,0.05483257,0.387521375,0.238286261,0.974532838,0.391092315,0.233865,0.803409907,-0.209602458,0.523630036,1,0
S100a16,ENSMUSG00000074457,0.090079633,0.706887234,0.90380762,0.473493131,0.048082544,0.946733117,-0.222050227,0.353968732,0.879642715,0.161363271,0.500533114,1,0
Phb2,ENSMUSG00000004264,0.236040983,0.212765358,0.552622884,0.311704638,0.099834346,0.962016865,-0.107352088,0.570935446,0.955986646,-0.031688434,0.867131698,1,0
Snrpb,ENSMUSG00000027404,0.392347575,0.03883732,0.235031152,0.310269859,0.102391157,0.962016865,0.07252085,0.702581609,0.972424979,-0.009556865,0.959872613,1,0
Ndufb8,ENSMUSG00000025204,1.03298429,0.000676311,0.025831516,0.798611001,0.008592411,0.736133894,0.053560024,0.860050245,0.990920486,-0.180813265,0.552024933,1,0
Cdc42ep1,ENSMUSG00000049521,-0.58498602,0.096568612,0.372806148,-0.498113908,0.156929175,0.962016865,-0.325173555,0.355792018,0.880210237,-0.238301443,0.498164761,1,0
Ctdnep1,ENSMUSG00000018559,0.936058526,0.007148581,0.094367502,0.535596681,0.123883938,0.962016865,0.424466672,0.222525933,0.796076266,0.024004827,0.945024626,1,0
Ypel3,ENSMUSG00000042675,0.221182282,0.283305937,0.626571543,0.230246977,0.263889381,0.976047576,-0.130620136,0.52633034,0.943913104,-0.12155544,0.555301887,1,0
1600014C10Rik,ENSMUSG00000054676,0.048247554,0.804504345,0.943607139,-0.191014163,0.32667866,0.988173535,-0.155915135,0.423892341,0.911452436,-0.395176852,0.042390406,1,0
Inhbb,ENSMUSG00000037035,-0.573112476,0.108289837,0.395247985,-1.059600093,0.002984892,0.530708085,0.154851233,0.664544408,0.968819509,-0.331636385,0.352422091,1,0
Eif3i,ENSMUSG00000028798,0.438772978,0.057068886,0.287945771,0.297221507,0.19750853,0.964930553,0.119445965,0.604479586,0.962079529,-0.022105505,0.92364134,1,0
Glo1,ENSMUSG00000024026,0.964888225,0.002717092,0.055412604,0.199046654,0.536364261,1,0.562848547,0.080306339,0.646626194,-0.202993024,0.528328706,1,0
Samm50,ENSMUSG00000022437,0.560359623,0.028565278,0.199778695,0.275962155,0.280988393,0.980321319,0.175271248,0.49344511,0.933031043,-0.109126219,0.669881492,1,0
Psmc5,ENSMUSG00000020708,0.598168874,0.011626551,0.123880952,0.250089405,0.291514176,0.982279162,0.20841288,0.379296756,0.894541267,-0.139666589,0.555827928,1,0
Psma7,ENSMUSG00000027566,0.426768226,0.029279207,0.202403524,0.181015341,0.355239709,0.991097614,0.112300173,0.566283038,0.955944075,-0.133452713,0.495487836,1,0
Rps12-ps3,ENSMUSG00000067038,0.17749327,0.490176404,0.792877799,0.195381624,0.447425292,1,-0.123094808,0.632277151,0.966716227,-0.105206453,0.682465999,1,0
Rps7-ps3,ENSMUSG00000095597,0.287229424,0.436999452,0.754760245,0.415097959,0.261287648,0.976047576,-0.151856979,0.681106025,0.970751507,-0.023988443,0.948240865,1,0
Dhdh,ENSMUSG00000011382,0.011621565,0.971696998,0.996222682,-0.582526576,0.075347316,0.962016865,0.28469183,0.384956115,0.897955461,-0.309456311,0.344612727,1,0
Psma6,ENSMUSG00000021024,0.697815244,1.60E-05,0.003535353,0.279309122,0.084333598,0.962016865,0.296137512,0.067046859,0.620901582,-0.12236861,0.449575423,1,0
Ppp1cc,ENSMUSG00000004455,0.598345891,0.040773644,0.240408081,0.274136149,0.348636803,0.98891856,0.181280439,0.535355841,0.94688392,-0.142929303,0.625100654,1,0
Ddrgk1,ENSMUSG00000068290,0.304100647,0.13315778,0.44124865,0.341688664,0.091451176,0.962016865,-0.12308019,0.543264965,0.948878518,-0.085492173,0.672844159,1,0
Eepd1,ENSMUSG00000036611,0.317491647,0.243553417,0.586240789,-0.153901742,0.571853346,1,0.162885554,0.549722366,0.951267892,-0.308507836,0.257032196,1,0
Ndufa7,ENSMUSG00000041881,0.385865353,0.02899159,0.201424714,0.453295298,0.010293632,0.764206559,-0.12932485,0.464123773,0.925294484,-0.061894905,0.726160619,1,0
Zbtb47,ENSMUSG00000013419,1.544278198,0.001385675,0.038703933,0.796882194,0.098980032,0.962016865,0.62222699,0.197531665,0.774101272,-0.125169015,0.795558996,1,0
Scn7a,ENSMUSG00000034810,-0.113392659,0.780004786,0.933839353,-0.616027122,0.129133938,0.962016865,0.131319689,0.746400377,0.976910423,-0.371314775,0.360227567,1,0
Epdr1,ENSMUSG00000002808,0.733444033,0.058568069,0.29059313,0.827571025,0.032871337,0.902593987,0.153000598,0.693140511,0.972057351,0.24712759,0.524066552,1,0
Postn,ENSMUSG00000027750,-1.526206285,0.065775365,0.308039658,1.952937286,0.01853193,0.825029342,-2.306404454,0.005425715,0.244003161,1.172739117,0.157353048,1,0
Edf1,ENSMUSG00000015092,0.050621561,0.805010947,0.943853195,0.346141912,0.091232051,0.962016865,-0.327298173,0.110444679,0.68489459,-0.031777821,0.876783093,1,0
Arf5,ENSMUSG00000020440,-0.088794343,0.768365896,0.92902521,0.553197878,0.06649814,0.962016865,-0.407689566,0.176312605,0.753431384,0.234302655,0.437018386,1,0
Anxa8,ENSMUSG00000021950,-0.361408671,0.409248367,0.735924761,0.87160039,0.046551124,0.94031861,-0.758763379,0.083178736,0.650071117,0.474245682,0.278826131,1,0
Olfml3,ENSMUSG00000027848,-0.514326387,0.198489591,0.534030809,0.642949012,0.107860246,0.962016865,-0.843259191,0.035012457,0.524157888,0.314016207,0.432279246,1,0
Ankef1,ENSMUSG00000074771,-0.291351824,0.371814522,0.706290043,-0.694466155,0.033240163,0.905495441,0.031700706,0.92262477,0.995872579,-0.371413625,0.254603856,1,0
Sgk1,ENSMUSG00000019970,1.052634814,0.000703838,0.026249951,0.349029313,0.261502736,0.976047576,0.688713647,0.026639716,0.478106784,-0.014891854,0.961789941,1,0
Nxf1,ENSMUSG00000010097,0.345187284,0.098495182,0.377074209,0.264971964,0.204742899,0.967822701,0.036644393,0.860779389,0.990920486,-0.043570927,0.834804425,1,0
Akt1s1,ENSMUSG00000011096,1.054225661,0.000182033,0.013631463,0.440434015,0.118093346,0.962016865,0.588160207,0.036770357,0.529566705,-0.025631439,0.927539504,1,0
Cope,ENSMUSG00000055681,0.151551348,0.529648186,0.817677081,0.428648255,0.07539491,0.962016865,-0.230616349,0.338826825,0.87326788,0.046480558,0.847117295,1,0
Tbx15,ENSMUSG00000027868,1.598862067,0.000111054,0.010982389,0.546290372,0.186800135,0.964658317,1.012356998,0.014384051,0.378296599,-0.040214697,0.922593002,1,0
Miga2,ENSMUSG00000026858,-0.16743108,0.642385327,0.877970691,-0.396038683,0.271929294,0.976047576,-0.078136964,0.828473173,0.986371463,-0.306744567,0.394700277,1,0
Eif2s2,ENSMUSG00000074656,1.198394909,0.001566848,0.041318715,0.561030883,0.138921134,0.962016865,0.641996176,0.090246136,0.667748834,0.00463215,0.99025256,1,0
