external_gene_name,gene,HU_No_Ex_vs_NL_No_Ex_log2FoldChange,HU_No_Ex_vs_NL_No_Ex_pvalue,HU_No_Ex_vs_NL_No_Ex_padj,HU_Ex_vs_NL_Ex_log2FoldChange,HU_Ex_vs_NL_Ex_pvalue,HU_Ex_vs_NL_Ex_padj,HU_No_Ex_vs_HU_Ex_log2FoldChange,HU_No_Ex_vs_HU_Ex_pvalue,HU_No_Ex_vs_HU_Ex_padj,NL_No_Ex_vs_NL_Ex_log2FoldChange,NL_No_Ex_vs_NL_Ex_pvalue,NL_No_Ex_vs_NL_Ex_padj
Afap1,ENSMUSG00000029094,-0.761715945,0.010306621,0.115873562,-0.726769898,0.014344403,0.795830553,-0.088703151,0.765424107,0.980337312,-0.053757104,0.856101394,1
Emc6,ENSMUSG00000047260,0.693977013,0.037798258,0.232392547,0.378643589,0.257015321,0.974532838,0.023239878,0.944531127,0.997080014,-0.292093546,0.382047435,1
C2cd2,ENSMUSG00000045975,1.988436107,0.000573559,0.023863242,0.470141332,0.415545894,1,1.029430661,0.074534381,0.634036928,-0.488864113,0.397332291,1
Fam91a1,ENSMUSG00000037119,-0.345075425,0.09526237,0.370873822,-0.110405138,0.593494988,1,-0.093272573,0.652490999,0.968819509,0.141397715,0.49361767,1
Hebp1,ENSMUSG00000042770,-0.137850913,0.652187121,0.881047119,-0.298362155,0.328888776,0.988173535,-0.268696214,0.379767143,0.894843243,-0.429207456,0.160055954,1
Synrg,ENSMUSG00000034940,0.060154097,0.830163979,0.952266649,-0.443219162,0.114286933,0.962016865,0.481987088,0.086023838,0.659096465,-0.021386171,0.939194029,1
Nus1,ENSMUSG00000023068,0.209430441,0.276051518,0.619018578,0.108052555,0.574493119,1,0.192983211,0.315970212,0.859118083,0.091605325,0.633774004,1
Tmem14c,ENSMUSG00000021361,0.115963877,0.480232319,0.786354021,0.206880844,0.207463992,0.967822701,-0.177673002,0.279541223,0.832437833,-0.086756036,0.596987952,1
Hspb7,ENSMUSG00000006221,3.202150479,0.007105605,0.094174207,0.516063139,0.664297286,1,0.171619513,0.885241202,0.992623792,-2.514467827,0.034539957,1
Psenen,ENSMUSG00000036835,0.575394226,0.046013685,0.25624764,0.285229844,0.322551401,0.988173535,0.052976142,0.854216335,0.990907772,-0.23718824,0.41082699,1
Nipbl,ENSMUSG00000022141,-0.139223567,0.684087962,0.895733139,-0.396927074,0.246207614,0.974532838,0.315595035,0.356701048,0.881228111,0.057891527,0.865597476,1
Eif2a,ENSMUSG00000027810,0.314734989,0.241579436,0.583985231,0.015482395,0.954088759,1,0.320100867,0.233887424,0.803409907,0.020848273,0.938173097,1
Ndufb4,ENSMUSG00000022820,1.053779601,0.001158214,0.034993931,0.628400502,0.052638897,0.961636745,0.079143477,0.807102389,0.983635573,-0.346235622,0.285946403,1
Pdpk1,ENSMUSG00000024122,-0.045422721,0.831598522,0.952310154,-0.19330714,0.366047398,0.993256916,0.316195107,0.139435164,0.722943586,0.168310687,0.430520188,1
Ripor1,ENSMUSG00000038604,-0.352412172,0.06419795,0.304549638,-0.070513693,0.711280859,1,-0.024148417,0.899265527,0.993522124,0.257750061,0.175267359,1
Kras,ENSMUSG00000030265,-0.388236815,0.13062743,0.436365699,-0.042634656,0.868141225,1,-0.164206952,0.522940495,0.942743419,0.181395207,0.479599208,1
Rpl7l1,ENSMUSG00000063888,-0.10894968,0.620657569,0.866359081,0.117273009,0.594256683,1,-0.085736905,0.697143296,0.972133914,0.140485784,0.523087071,1
Gm15427,ENSMUSG00000081051,0.254784853,0.364034679,0.699289158,0.096638697,0.730665992,1,0.107614719,0.70150552,0.972424979,-0.050531437,0.857115119,1
Fnbp1,ENSMUSG00000075415,-0.169005421,0.353838565,0.691632129,-0.19655163,0.280962217,0.980321319,0.036826702,0.840162249,0.988361655,0.009280493,0.959329673,1
Timm50,ENSMUSG00000003438,0.189946459,0.36927935,0.704297241,0.262323049,0.21511712,0.97006561,-0.005239522,0.980248641,1,0.067137068,0.750963983,1
Srp9,ENSMUSG00000026511,0.592628043,0.030938567,0.207186297,0.356022495,0.194765045,0.964658317,0.009703198,0.971806922,1,-0.22690235,0.408745002,1
Kctd12,ENSMUSG00000098557,-0.340019054,0.159567554,0.481306202,0.130189781,0.590374828,1,-0.077248637,0.749552308,0.977935207,0.392960198,0.103867864,1
Ppp5c,ENSMUSG00000003099,0.392555497,0.039217836,0.236229168,-0.092623516,0.626883411,1,0.345677291,0.069675933,0.62665465,-0.139501723,0.46366931,1
Mapk9,ENSMUSG00000020366,0.34927667,0.128818747,0.432823265,-0.043832428,0.848872889,1,0.222647915,0.333187668,0.870436498,-0.170461183,0.458452908,1
Rpl38,ENSMUSG00000057322,0.314498303,0.223202429,0.562726309,0.610654758,0.017995142,0.820671239,-0.278582994,0.28044274,0.833719994,0.017573461,0.945739861,1
Pde1a,ENSMUSG00000059173,-0.212872695,0.514725525,0.810445846,-0.20081732,0.538782653,1,-0.036445427,0.91123242,0.995015457,-0.024390052,0.940460925,1
Alb,ENSMUSG00000029368,1.991828508,0.010904882,0.119517546,2.322459684,0.00286299,0.52232811,-3.855286094,7.60E-07,0.000387096,-3.524654918,6.51E-06,0.006300507
Septin9,ENSMUSG00000059248,-0.675865963,0.003280288,0.061336935,0.241072082,0.293731957,0.982279162,-0.633270201,0.00590461,0.253508193,0.283667844,0.216339278,1
Tmx3,ENSMUSG00000024614,-0.174421915,0.328293362,0.668744356,-0.205325011,0.249948294,0.974532838,0.055950956,0.754283529,0.97805236,0.025047859,0.888177558,1
Map2k1,ENSMUSG00000004936,0.31218248,0.111849431,0.401538337,0.088962476,0.650614792,1,0.155948688,0.427297569,0.912242912,-0.067271316,0.731855423,1
Ufc1,ENSMUSG00000062963,0.174515371,0.491485516,0.793510613,0.284563381,0.261927682,0.976047576,-0.098417056,0.698076868,0.972133914,0.011630955,0.963422813,1
Stip1,ENSMUSG00000024966,0.361533816,0.075714173,0.330744593,0.220474518,0.2787103,0.979529888,0.02613214,0.897852753,0.993522124,-0.114927157,0.572293525,1
Tsg101,ENSMUSG00000014402,0.380176387,0.103777684,0.386167552,0.079916866,0.732543485,1,0.292365208,0.21114554,0.786740546,-0.007894313,0.973056443,1
Ndufa5,ENSMUSG00000023089,0.908793095,0.022846121,0.178046452,0.672651092,0.092007807,0.962016865,-0.060746558,0.879033183,0.992623792,-0.296888561,0.457256452,1
Atf7,ENSMUSG00000099083,-0.103355044,0.643537865,0.878428941,-0.300231584,0.179302417,0.964041931,0.313281772,0.161398872,0.742223958,0.116405233,0.60200255,1
Plekhb2,ENSMUSG00000026123,0.331380646,0.459075389,0.770724614,0.256721111,0.56626803,1,0.025575133,0.954434782,0.998007965,-0.049084401,0.912675052,1
Lhfpl2,ENSMUSG00000045312,-0.577845383,0.062749739,0.301389243,-0.357153152,0.249862807,0.974532838,-0.218185611,0.482591819,0.929672814,0.00250662,0.993551576,1
BC031181,ENSMUSG00000036299,0.089234023,0.757370271,0.924371625,0.070209778,0.807971212,1,0.041519914,0.885743368,0.992623792,0.022495668,0.937906227,1
Txnl1,ENSMUSG00000024583,0.280517113,0.066472228,0.309565435,-0.044498399,0.770942157,1,0.128910014,0.399452154,0.903898536,-0.196105498,0.199056696,1
Afg3l2,ENSMUSG00000024527,0.252220465,0.308696728,0.649846195,0.301305592,0.224064324,0.970397774,0.014582979,0.953074825,0.998007965,0.063668106,0.797214784,1
Pum1,ENSMUSG00000028580,-0.036530051,0.886872396,0.971496383,-0.085323776,0.739749614,1,0.110398333,0.667485086,0.968854238,0.061604608,0.810309073,1
Ubn1,ENSMUSG00000039473,-0.089000083,0.655521786,0.882515991,0.013784416,0.944897348,1,-0.107945872,0.588770273,0.959859179,-0.005161373,0.979336289,1
Fgf10,ENSMUSG00000021732,-0.557825477,0.106161426,0.391785696,-0.955068565,0.00567817,0.653654495,0.253601613,0.463144471,0.925209009,-0.143641475,0.677072814,1
Camk2g,ENSMUSG00000021820,2.051481635,2.33E-05,0.004700489,0.840616588,0.083042936,0.962016865,0.802121634,0.097946947,0.672273745,-0.408743413,0.399573978,1
Lypd8l,ENSMUSG00000037145,-0.077259951,0.925400652,0.983339272,-1.466401628,0.075479253,0.962016865,-0.033338535,0.967774029,0.999813906,-1.422480213,0.084626956,1
Fcho2,ENSMUSG00000041685,-0.274835208,0.24086554,0.583124189,-0.205590449,0.380063972,0.998789969,-0.141187362,0.547198493,0.950750359,-0.071942602,0.758510738,1
Fam76a,ENSMUSG00000028878,0.333980234,0.108513097,0.395740665,-0.246518258,0.236958049,0.974532838,0.587404967,0.004828045,0.230961922,0.006906475,0.973527365,1
Stat5a,ENSMUSG00000004043,-0.82405349,0.028378101,0.199354064,-0.198921401,0.596565166,1,-0.421570059,0.262366646,0.82367073,0.20356203,0.587834656,1
Csgalnact2,ENSMUSG00000042042,0.049743731,0.888609794,0.971846065,0.07110824,0.841374032,1,0.222369688,0.531402929,0.945868426,0.243734197,0.492534596,1
Sh3d19,ENSMUSG00000028082,-0.430158783,0.05768218,0.28920726,-0.364897202,0.107366692,0.962016865,-0.0030906,0.989136397,1,0.062170981,0.783492179,1
Afg3l1,ENSMUSG00000031967,0.754864468,0.001672159,0.043206267,0.077821964,0.746012228,1,0.415641595,0.08353131,0.65111585,-0.26140091,0.276593724,1
Pofut2,ENSMUSG00000020260,-0.273148891,0.244187724,0.58673111,0.566908249,0.01562448,0.806804483,-0.464070885,0.047921589,0.575818156,0.375986255,0.108755182,1
Peg3,ENSMUSG00000002265,-0.020691178,0.964589306,0.994595793,-1.006924139,0.030847561,0.890121862,0.965690341,0.038426379,0.534904282,-0.02054262,0.964837546,1
Ecm2,ENSMUSG00000043631,-0.738618614,0.017027705,0.152087583,0.181015705,0.558654536,1,-0.400885623,0.195591682,0.772518009,0.518748696,0.09351935,1
Nfatc3,ENSMUSG00000031902,0.012381133,0.952017456,0.990908207,-0.16225898,0.430683165,1,0.212920867,0.301424226,0.849525327,0.038280754,0.852310385,1
Tm9sf4,ENSMUSG00000068040,-0.096738441,0.667715535,0.888564566,0.097350548,0.665978384,1,0.078810157,0.726817863,0.973650488,0.272899146,0.22575666,1
Otud6b,ENSMUSG00000040550,0.87184096,0.008817172,0.106399411,0.219432496,0.510024283,1,0.608608325,0.067529897,0.622093601,-0.043800139,0.895369849,1
Capn1,ENSMUSG00000024942,1.027605624,0.000733031,0.026608714,0.073234437,0.8099401,1,0.749281904,0.013814387,0.373052079,-0.205089282,0.500577311,1
Got1,ENSMUSG00000025190,2.803781416,0.003240692,0.061170624,1.691958947,0.075616594,0.962016865,0.449684462,0.636695123,0.967860464,-0.662138007,0.487014376,1
Rgl1,ENSMUSG00000026482,-0.385380347,0.110178681,0.398572545,-0.22878696,0.343149605,0.988173535,0.048703735,0.840233758,0.988361655,0.205297122,0.394313604,1
Gatad2a,ENSMUSG00000036180,-0.2044692,0.330181811,0.670547478,0.236354453,0.260419238,0.976047576,-0.170593064,0.416943617,0.909327766,0.27023059,0.197820159,1
Chmp7,ENSMUSG00000034190,0.443439419,0.057762489,0.289276414,-0.001860172,0.993649087,1,0.19213226,0.411090149,0.908186789,-0.253167331,0.278571309,1
Psmc4,ENSMUSG00000030603,0.448624606,0.033800353,0.218496009,0.270452445,0.20087405,0.967822701,0.129659424,0.539631051,0.948003885,-0.048512737,0.818517619,1
Sf3b3,ENSMUSG00000033732,-0.439533892,0.046676111,0.258093131,-0.191145906,0.38691568,1,-0.114934009,0.603458769,0.962079529,0.133453978,0.54522268,1
Snx10,ENSMUSG00000038301,-0.170716515,0.529995003,0.817677081,-0.0494892,0.855457889,1,-0.235057357,0.387389118,0.899305494,-0.113830042,0.675106569,1
Ubap1,ENSMUSG00000028437,0.353529024,0.069751885,0.317218059,0.097233312,0.618468162,1,0.368128142,0.059230211,0.603207015,0.111832431,0.566385402,1
Uggt1,ENSMUSG00000037470,0.157286694,0.402508745,0.731581878,-0.114840025,0.541439151,1,0.269129836,0.152600568,0.732985038,-0.002996883,0.987268016,1
Chtf8,ENSMUSG00000046691,-0.384452899,0.136491726,0.446288985,-0.057390738,0.82402525,1,-0.248332097,0.336508523,0.871397752,0.078730064,0.760155107,1
Dnajc13,ENSMUSG00000032560,-0.102784397,0.567566586,0.840082874,-0.185683169,0.302748083,0.982391778,0.336276408,0.062125501,0.612139946,0.253377636,0.158568845,1
Ep300,ENSMUSG00000055024,-0.132185283,0.671133709,0.890694999,-0.483989822,0.120229808,0.962016865,0.377103964,0.226242292,0.797101212,0.025299424,0.935201457,1
Dapk1,ENSMUSG00000021559,-0.629273114,0.055001267,0.282440641,-0.522673851,0.110828674,0.962016865,-0.18933877,0.564001762,0.955856758,-0.082739507,0.800574069,1
Sh2b2,ENSMUSG00000005057,-0.398481134,0.344633637,0.684172034,-0.514468893,0.222347326,0.97006561,-0.040672768,0.923188315,0.995893622,-0.156660526,0.710072173,1
Cwc15,ENSMUSG00000004096,0.35942591,0.10763573,0.39414415,0.352598118,0.11483253,0.962016865,0.190005668,0.395206764,0.901946581,0.183177875,0.412508826,1
Cops4,ENSMUSG00000035297,0.718837696,0.00523157,0.079427188,0.461597342,0.073294639,0.962016865,0.449968362,0.080511842,0.646626194,0.192728008,0.454530673,1
G3bp2,ENSMUSG00000029405,-0.220593136,0.337185713,0.676052152,-0.364939418,0.112530578,0.962016865,0.193720545,0.400059609,0.903937418,0.049374264,0.829738782,1
Zfp219,ENSMUSG00000049295,-0.293873039,0.293757679,0.635577063,-0.058967092,0.833103623,1,-0.175075015,0.531900125,0.945981409,0.059830932,0.830594246,1
Qsox1,ENSMUSG00000033684,-0.130841489,0.632566121,0.8726191,0.082563555,0.762888333,1,-0.085053221,0.756079381,0.978624373,0.128351823,0.638888571,1
Senp6,ENSMUSG00000034252,0.148784003,0.450234726,0.764546317,0.002662525,0.989228222,1,0.192784743,0.328436785,0.868415729,0.046663266,0.812759455,1
Bptf,ENSMUSG00000040481,-0.188295156,0.400488786,0.730178631,-0.428206303,0.056148684,0.962016865,0.349610912,0.119234825,0.699669358,0.109699766,0.623965844,1
Rnf144a,ENSMUSG00000020642,-0.713846486,0.05371869,0.27832521,-0.565244619,0.12654369,0.962016865,-0.139912902,0.705561311,0.973068887,0.008688964,0.981248431,1
Plxna1,ENSMUSG00000030084,-0.62124641,0.009446105,0.110447752,-0.534342378,0.025509359,0.872610853,-0.121667347,0.611805202,0.962518608,-0.034763315,0.884279354,1
Ufm1,ENSMUSG00000027746,-0.098000592,0.659588542,0.883702622,0.177573222,0.424952474,1,-0.056414637,0.799983818,0.983368384,0.219159177,0.324389002,1
Ttc7,ENSMUSG00000036918,-0.284394567,0.190317035,0.523269715,-0.083421325,0.701038409,1,0.051615038,0.812396208,0.984640052,0.252588281,0.244350142,1
Rcc2,ENSMUSG00000040945,-0.409227979,0.069051808,0.315647124,0.073694333,0.743178465,1,-0.357791269,0.112210557,0.687786854,0.125131043,0.57768637,1
Spred1,ENSMUSG00000027351,-0.656244483,0.026353853,0.192707651,-0.076611234,0.795347212,1,-0.335413443,0.256666352,0.818749774,0.244219806,0.407984644,1
Trappc10,ENSMUSG00000000374,0.431192083,0.120278152,0.415733966,0.04252933,0.878215,1,0.172100546,0.535254014,0.946883719,-0.216562207,0.435171868,1
Slc29a1,ENSMUSG00000023942,-0.279489041,0.399248177,0.729110349,0.788150801,0.017462122,0.820671239,-0.486759542,0.142120963,0.728130749,0.5808803,0.079778905,1
Cdk4,ENSMUSG00000006728,-0.375208186,0.205742661,0.544637939,0.457637513,0.12261589,0.962016865,-0.516883785,0.081374826,0.647153044,0.315961913,0.286349212,1
Ptprd,ENSMUSG00000028399,-0.531132535,0.219391954,0.559069396,-0.687174532,0.112076206,0.962016865,0.107918813,0.803057083,0.983444808,-0.048123184,0.911346336,1
Kremen1,ENSMUSG00000020393,0.019747046,0.954305853,0.991248197,0.247848091,0.471947201,1,-0.21859913,0.525914576,0.943913104,0.009501915,0.977997601,1
Atad1,ENSMUSG00000013662,0.38821086,0.194896515,0.530201927,0.372310866,0.213959526,0.969859933,0.103370033,0.730000947,0.973671509,0.087470039,0.770292677,1
Ckap4,ENSMUSG00000046841,-0.535776459,0.161566923,0.484214393,0.965273266,0.011642641,0.770139262,-0.939526923,0.014097499,0.375683089,0.561522802,0.142232475,1
Smurf2,ENSMUSG00000018363,-0.103582102,0.66328322,0.885774168,0.068454708,0.773679574,1,0.067893713,0.775558947,0.980924375,0.239930523,0.313051128,1
Tnrc6c,ENSMUSG00000025571,-0.113119111,0.637274311,0.87592844,-0.254296362,0.289242925,0.982279162,0.113059724,0.637812627,0.968206488,-0.028117527,0.906617195,1
Arl2bp,ENSMUSG00000031776,0.282175555,0.302240865,0.643374073,0.067222793,0.805914111,1,0.177754853,0.515918747,0.941181856,-0.037197908,0.891816271,1
Ptdss1,ENSMUSG00000021518,-0.223925885,0.364844738,0.700170788,-0.0503553,0.838463764,1,-0.178104882,0.471360296,0.927502868,-0.004534297,0.985344552,1
Cd68,ENSMUSG00000018774,-0.959558811,0.024236743,0.183924369,0.466603948,0.273042411,0.976750019,-0.792761413,0.062715852,0.612915638,0.633401345,0.136679813,1
Selenon,ENSMUSG00000050989,-0.566411789,0.047448984,0.259904301,0.20926615,0.463731626,1,-0.477349075,0.094972918,0.669726707,0.298328864,0.295982094,1
Cops5,ENSMUSG00000025917,1.114074969,0.000571776,0.023844379,0.391756322,0.225990876,0.971458549,0.564012528,0.081111339,0.646626194,-0.158306119,0.624734932,1
Nedd8,ENSMUSG00000010376,0.166691024,0.453170369,0.766434939,0.165303386,0.457016284,1,0.020593405,0.926194067,0.996285359,0.019205766,0.931107228,1
Dars1,ENSMUSG00000026356,0.226269199,0.328450202,0.668911871,-0.167254197,0.470457659,1,0.378567359,0.102402744,0.678716453,-0.014956038,0.948488478,1
Rad23a,ENSMUSG00000003813,1.268128475,0.000728661,0.026557635,0.261814217,0.485671025,1,0.804737759,0.032017313,0.507339842,-0.201576499,0.591442519,1
Med22,ENSMUSG00000015776,-0.022028824,0.912679218,0.98036203,0.060803716,0.761917668,1,-0.210629311,0.294602133,0.843997721,-0.12779677,0.524104003,1
Mavs,ENSMUSG00000037523,-0.202912709,0.371480581,0.706155552,-0.085710557,0.705858778,1,0.001794638,0.993700399,1,0.11899679,0.599872794,1
Frmd6,ENSMUSG00000048285,-0.305269163,0.306671933,0.64792334,0.058182026,0.845636411,1,0.124794686,0.676297462,0.969635486,0.488245875,0.10200386,1
Micu2,ENSMUSG00000021973,0.264180186,0.194515142,0.529879246,0.021108746,0.917446233,1,0.115549073,0.570618368,0.955986646,-0.127522367,0.530982262,1
Usp2,ENSMUSG00000032010,1.784617536,0.000461296,0.022028599,0.56732579,0.265871884,0.976047576,1.376545753,0.006902236,0.270432457,0.159254007,0.7548017,1
Zranb2,ENSMUSG00000028180,0.424347747,0.082799426,0.346409437,0.171199883,0.484012698,1,0.088193446,0.718465257,0.973276298,-0.164954418,0.500087607,1
Slc49a4,ENSMUSG00000022848,0.264989643,0.32140891,0.662440185,0.401728266,0.133033596,0.962016865,0.112986264,0.672539197,0.969635486,0.249724888,0.350253706,1
Ptpn4,ENSMUSG00000026384,0.003577548,0.991919947,1,-0.265422812,0.452422207,1,0.082723292,0.814924007,0.985192405,-0.186277067,0.597827447,1
Itgav,ENSMUSG00000027087,-0.444680657,0.043339407,0.248052085,-0.132330033,0.547715058,1,-0.088406769,0.688354811,0.971188822,0.223943856,0.308250083,1
Fah,ENSMUSG00000030630,-0.979951351,0.004560037,0.073972338,-0.107606113,0.755224684,1,-0.692430563,0.045148334,0.569582198,0.179914675,0.602002137,1
Ltbp1,ENSMUSG00000001870,-0.842797922,0.027710119,0.197743705,-0.035904094,0.925316461,1,-0.018813275,0.960839016,0.998007965,0.788080554,0.039477791,1
Cap2,ENSMUSG00000021373,5.221150743,0.000312955,0.018004725,1.49183927,0.302793135,0.982391778,1.185402796,0.412844239,0.908606737,-2.543908677,0.079101103,1
Tcea1,ENSMUSG00000033813,0.000297426,0.998573357,1,-0.075966905,0.64809768,1,0.106728422,0.521846336,0.941930429,0.03046409,0.854526038,1
Rock1,ENSMUSG00000024290,-0.402265227,0.129180607,0.43330839,-0.268567769,0.311347547,0.984520323,0.152133845,0.566603741,0.955944075,0.285831304,0.280606638,1
Kat6a,ENSMUSG00000031540,-0.118099731,0.61162474,0.861808725,-0.314615281,0.176538006,0.963672071,0.293098838,0.208316766,0.785427968,0.096583288,0.677752735,1
Fyttd1,ENSMUSG00000022800,0.820316085,0.00172597,0.043914367,0.13747357,0.599754824,1,0.566651491,0.030438465,0.497146791,-0.116191024,0.657340076,1
Rabgap1l,ENSMUSG00000026721,-0.247840772,0.247663896,0.589298527,-0.024461351,0.909189942,1,-0.023143457,0.914143975,0.995015457,0.200235964,0.349850868,1
Xpo7,ENSMUSG00000022100,0.32525371,0.110267362,0.398812896,-0.237404416,0.244203379,0.974532838,0.423078288,0.038009498,0.533037963,-0.139579838,0.49301055,1
Mob2,ENSMUSG00000025147,0.386584626,0.08878394,0.358533379,0.252377356,0.266716201,0.976047576,0.117116334,0.606210507,0.962079529,-0.017090936,0.940034845,1
Dnm1l,ENSMUSG00000022789,0.307967491,0.156914265,0.476751372,-0.02747912,0.8995666,1,0.301739777,0.16580885,0.74579525,-0.033706834,0.876872162,1
Tinagl1,ENSMUSG00000028776,-0.153695074,0.709139974,0.905074592,-0.094862609,0.817923845,1,0.014767806,0.971418508,1,0.07360027,0.858193965,1
Hras,ENSMUSG00000025499,1.136987899,0.0012833,0.036878421,0.414129124,0.241174041,0.974532838,0.668658178,0.058266247,0.600167061,-0.054200597,0.878098089,1
Dcbld2,ENSMUSG00000035107,-0.093557829,0.756037516,0.923834053,-0.162605357,0.58920934,1,0.03307568,0.912586727,0.995015457,-0.035971848,0.904860825,1
Kctd15,ENSMUSG00000030499,0.695415774,0.013317527,0.133487918,0.216574246,0.441120691,1,0.461964875,0.100181458,0.676347508,-0.016876653,0.952126746,1
Rab22a,ENSMUSG00000027519,0.167554298,0.536424185,0.821414089,0.325152215,0.230357386,0.974168293,-0.022095816,0.935036787,0.996802713,0.1355021,0.617104802,1
Klf10,ENSMUSG00000037465,-0.558240806,0.009114371,0.108381232,0.048258828,0.821379971,1,-0.519655043,0.015287246,0.387724727,0.086844591,0.684286211,1
Crebrf,ENSMUSG00000048249,-0.092792135,0.77828527,0.933075671,-0.398001026,0.227265435,0.971720422,0.212476515,0.519402975,0.941552615,-0.092732376,0.778312557,1
Loxl2,ENSMUSG00000034205,-1.138435033,0.018957971,0.160541543,1.003191414,0.038622567,0.915023213,-1.175695703,0.015397339,0.38798,0.965930744,0.046417216,1
Ctcf,ENSMUSG00000005698,-0.219172174,0.274906858,0.617825515,-0.108788245,0.587884378,1,-0.02776268,0.890152523,0.992623792,0.082621249,0.680242226,1
Plekhg3,ENSMUSG00000052609,-0.414970249,0.249698007,0.590682219,-0.155722511,0.665714091,1,-0.188889515,0.600474779,0.960820737,0.070358222,0.845164003,1
Cd163,ENSMUSG00000008845,-0.851768354,0.021750024,0.173342859,-0.104531357,0.778219844,1,-0.298442627,0.421687905,0.910752635,0.44879437,0.226287463,1
Oga,ENSMUSG00000025220,-0.102582237,0.589709929,0.850259584,-0.186374665,0.327936669,0.988173535,0.276598858,0.146809487,0.730718532,0.19280643,0.310473162,1
Spin1,ENSMUSG00000021395,-0.300713272,0.113967959,0.404848145,0.027207336,0.886286904,1,-0.130993194,0.491743305,0.932244801,0.196927414,0.299942139,1
Ralgapb,ENSMUSG00000027652,-0.075056226,0.710989998,0.906145888,-0.257786329,0.203487873,0.967822701,0.213430014,0.292868896,0.842279264,0.030699911,0.879422182,1
Rreb1,ENSMUSG00000039087,-0.37378993,0.176414418,0.503495679,-0.454925848,0.10005597,0.962016865,0.197738707,0.475102688,0.928199428,0.116602789,0.672958773,1
Get3,ENSMUSG00000052456,0.620508007,0.015448857,0.144587113,0.511950124,0.045837595,0.94031861,0.17632184,0.491302288,0.9321588,0.067763957,0.79156572,1
Hgsnat,ENSMUSG00000037260,0.005550331,0.982514775,0.998939785,0.014947747,0.952976606,1,0.24540223,0.333016122,0.870436498,0.254799645,0.314331399,1
Slc24a3,ENSMUSG00000063873,-0.651513032,0.15434462,0.474662497,-0.421233006,0.356889916,0.991137917,-0.407991141,0.372561579,0.890069081,-0.177711115,0.697421441,1
Syf2,ENSMUSG00000028821,0.069122988,0.705081085,0.902722865,-0.12215908,0.503330564,1,-0.007366553,0.967855317,0.999843081,-0.198648621,0.276027509,1
Khsrp,ENSMUSG00000007670,-0.211858798,0.526098995,0.815808299,-0.057061333,0.864435081,1,-0.003931805,0.990617554,1,0.15086566,0.651529145,1
Txnrd1,ENSMUSG00000020250,0.336575377,0.153016371,0.473236364,0.183819914,0.435239496,1,0.102682536,0.662946837,0.968819509,-0.050072928,0.831645352,1
Nfs1,ENSMUSG00000027618,0.854557062,0.010084107,0.114520709,0.257296096,0.438616559,1,0.369961485,0.26526074,0.824477972,-0.227299481,0.493885622,1
Prkaa1,ENSMUSG00000050697,-0.46367272,0.035157759,0.223167762,-0.455498807,0.03837917,0.915023213,-0.109810918,0.61841375,0.963426928,-0.101637005,0.643511206,1
Dop1b,ENSMUSG00000022946,-0.246549134,0.273161984,0.616327736,-0.552770364,0.014068221,0.787004259,0.253753473,0.260304088,0.822203094,-0.052467757,0.815357453,1
Smoc2,ENSMUSG00000023886,0.201664993,0.538731412,0.822951184,-0.285631561,0.38418513,1,0.472187328,0.150315542,0.731391226,-0.015109226,0.9632606,1
Jade1,ENSMUSG00000025764,0.036050434,0.904884832,0.97714048,-0.667895192,0.026940035,0.872610853,0.541313141,0.073104143,0.634036928,-0.162632485,0.589655381,1
Efcab14,ENSMUSG00000034210,0.320668416,0.244402545,0.586945759,0.018927988,0.945254419,1,0.338801489,0.218986508,0.792979385,0.037061061,0.892989861,1
Pkn2,ENSMUSG00000004591,-0.039883351,0.873853369,0.96705604,-0.200548849,0.424778198,1,0.132897097,0.597111456,0.96074528,-0.027768401,0.91192284,1
